-1000,0
-968.75,0
-937.5,0
-906.25,0
-875,0
-843.75,0
-812.5,0
-781.25,0
-750,0
-718.75,0
-687.5,0
-656.25,0
-625,0
-593.75,0
-562.5,0
-531.25,0
-500,0
-468.75,0
-437.5,0
-406.25,0
-375,0
-343.75,0
-312.5,0
-281.25,0
-250,0
-218.75,0
-187.5,0
-156.25,0
-125,0
-93.75,0
-62.5,0
-31.25,0
0,0
31.25,0
62.5,0
93.75,0
125,0
156.25,0
187.5,0
218.75,0
250,0
281.25,0
312.5,0
343.75,0
375,0
406.25,0
437.5,0
468.75,0
500,0
531.25,0
562.5,0
593.75,0
625,0
656.25,0
687.5,0
718.75,0
750,0
781.25,0
812.5,0
843.75,0
875,0
906.25,0
937.5,0
968.75,0
